"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"1120372","9637","9637","9637","","","","0","0","0"
"1120440","9638","9638","9638","","","","0","0","0"
"1120911","9627","9627","9627","0","0","0","","",""
"1121252","9628","9628","9628","0","0","0","","",""
"1121440","9648","9648","9648","","","","0","0","0"
"1122252","9639","9639","9639","2","2","2","","",""
"1122440","9657","9657","9657","","","","0","0","0"
"1123252","9649","9649","9649","0","0","0","","",""
"1123440","9662","9662","9662","","","","0","0","0"
"1124252","9658","9658","9658","0","0","0","","",""
"1124440","9669","9669","9669","","","","0","0","0"
"1125252","9663","9663","9663","0","0","0","","",""
"1125440","9679","9679","9679","","","","0","0","0"
"1126252","9670","9670","9670","0","0","0","","",""
"1126440","9686","9686","9686","","","","0","0","0"
"1127252","9680","9680","9680","0","0","0","","",""
"1127440","9697","9697","9697","","","","0","0","0"
"1127534","9698","9698","9698","","","","0","0","0"
"1127662","9699","9699","9699","","","","0","0","0"
"1127888","9700","9700","9700","","","","1","1","1"
"1128252","9687","9687","9687","1","1","1","","",""
"1128432","9688","9688","9688","0","0","0","","",""
"1128888","9710","9710","9710","","","","0","0","0"
"1129432","9701","9701","9701","0","0","0","","",""
"1129888","9720","9720","9720","","","","0","0","0"
"1130432","9711","9711","9711","0","0","0","","",""
"1130698","9721","9721","9721","0","0","0","","",""
"1130888","9729","9729","9729","","","","0","0","0"
"1131698","9730","9730","9730","0","0","0","","",""
"1131888","9737","9737","9737","","","","0","0","0"
"1132061","9738","9738","9738","","","","0","0","0"
"1132698","9739","9739","9739","0","0","0","","",""
"1133061","9745","9745","9745","","","","0","0","0"
"1133168","9746","9746","9746","","","","0","0","0"
"1133256","9747","9747","9747","","","","1","1","1"
"1133318","9748","9748","9748","","","","1","1","1"
"1133384","9749","9749","9749","","","","0","0","0"
"1133698","9750","9750","9750","0","0","0","","",""
"1134384","9756","9756","9756","","","","0","0","0"
"1134698","9757","9757","9757","0","0","0","","",""
"1134782","9758","9758","9758","2","2","2","","",""
"1135384","9762","9762","9762","","","","0","0","0"
"1135782","9763","9763","9763","0","0","0","","",""
"1135949","9766","9766","9766","","","","0","0","0"
"1136782","9767","9767","9767","0","0","0","","",""
"1136949","9773","9773","9773","","","","0","0","0"
"1137782","9774","9774","9774","0","0","0","","",""
"1137949","9783","9783","9783","","","","0","0","0"
"1138071","9784","9784","9784","","","","1","1","1"
"1138198","9775","9775","9775","1","1","1","","",""
"1138603","9776","9776","9776","1","1","1","","",""
"1138975","9785","9785","9785","0","0","0","","",""
"1139071","9793","9793","9793","","","","0","0","0"
"1139135","9794","9794","9794","","","","2","2","2"
"1139275","9795","9795","9795","","","","2","2","2"
"1139975","9796","9796","9796","0","0","0","","",""
"1140050","9797","9797","9797","0","0","0","","",""
"1140275","9806","9806","9806","","","","0","0","0"
"1141050","9807","9807","9807","0","0","0","","",""
"1141275","9816","9816","9816","","","","0","0","0"
"1142050","9817","9817","9817","0","0","0","","",""
"1142275","9823","9823","9823","","","","0","0","0"
"1143050","9824","9824","9824","0","0","0","","",""
"1143275","9830","9830","9830","","","","0","0","0"
"1144050","9831","9831","9831","0","0","0","","",""
"1144275","9841","9841","9841","","","","0","0","0"
"1144682","9832","9832","9832","0","0","0","","",""
"1145275","9848","9848","9848","","","","0","0","0"
"1145682","9842","9842","9842","0","0","0","","",""
"1145895","9849","9849","9849","0","0","0","","",""
"1146275","9856","9856","9856","","","","0","0","0"
"1146895","9857","9857","9857","0","0","0","","",""
"1147275","9866","9866","9866","","","","0","0","0"
"1147895","9858","9858","9858","0","0","0","","",""
"1148275","9871","9871","9871","","","","0","0","0"
"1148895","9867","9867","9867","1","1","1","","",""
"1149275","9876","9876","9876","","","","0","0","0"
"1149895","9872","9872","9872","1","1","1","","",""
"1150275","9883","9883","9883","","","","0","0","0"
"1150330","9877","9877","9877","0","0","0","","",""
"1151275","9894","9894","9894","","","","0","0","0"
"1151330","9884","9884","9884","0","0","0","","",""
"1151522","9885","9885","9885","1","1","1","","",""
"1152275","9901","9901","9901","","","","0","0","0"
"1152325","9902","9902","9902","","","","0","0","0"
"1152522","9895","9895","9895","0","0","0","","",""
"1153325","9909","9909","9909","","","","0","0","0"
"1153522","9903","9903","9903","0","0","0","","",""
"1154325","9916","9916","9916","","","","0","0","0"
"1154522","9910","9910","9910","0","0","0","","",""
"1155325","9927","9927","9927","","","","0","0","0"
"1155380","9928","9928","9928","","","","0","0","0"
"1155522","9917","9917","9917","0","0","0","","",""
"1155675","9918","9918","9918","1","1","1","","",""
"1156380","9938","9938","9938","","","","0","0","0"
"1156604","9939","9939","9939","","","","1","1","1"
"1156675","9929","9929","9929","0","0","0","","",""
"1157292","9940","9940","9940","1","1","1","","",""
"1157604","9943","9943","9943","","","","0","0","0"
"1158292","9944","9944","9944","0","0","0","","",""
"1158604","9953","9953","9953","","","","0","0","0"
"1159292","9954","9954","9954","0","0","0","","",""
"1159604","9963","9963","9963","","","","0","0","0"
"1159842","9964","9964","9964","","","","0","0","0"
"1160292","9965","9965","9965","0","0","0","","",""
"1160842","9974","9974","9974","","","","0","0","0"
"1161292","9975","9975","9975","0","0","0","","",""
"1161842","9984","9984","9984","","","","0","0","0"
"1161925","9985","9985","9985","","","","1","1","1"
"1162292","9986","9986","9986","0","0","0","","",""
"1162925","9992","9992","9992","","","","0","0","0"
"1163292","9993","9993","9993","0","0","0","","",""
"1163925","10000","10000","10000","","","","0","0","0"
"1164256","9994","9994","9994","0","0","0","","",""
"1164925","10005","10005","10005","","","","0","0","0"
"1165228","10001","10001","10001","1","1","1","","",""
"1165925","10014","10014","10014","","","","0","0","0"
"1166228","10006","10006","10006","0","0","0","","",""
"1166925","10019","10019","10019","","","","0","0","0"
"1167074","10020","10020","10020","","","","3","3","3"
"1167088","10021","10021","10021","","","","0","0","0"
"1167228","10015","10015","10015","1","1","1","","",""
"1168088","10028","10028","10028","","","","0","0","0"
"1168228","10022","10022","10022","0","0","0","","",""
"1169088","10036","10036","10036","","","","0","0","0"
"1169228","10029","10029","10029","0","0","0","","",""
"1169262","10030","10030","10030","1","1","1","","",""
"1170088","10046","10046","10046","","","","0","0","0"
"1170262","10037","10037","10037","0","0","0","","",""
"1171088","10056","10056","10056","","","","0","0","0"
"1171262","10047","10047","10047","1","1","1","","",""
"1172088","10063","10063","10063","","","","0","0","0"
"1172262","10057","10057","10057","1","1","1","","",""
"1173088","10068","10068","10068","","","","0","0","0"
"1173262","10064","10064","10064","0","0","0","","",""
"1174088","10075","10075","10075","","","","0","0","0"
"1174262","10069","10069","10069","1","1","1","","",""
"1175088","10085","10085","10085","","","","0","0","0"
"1175262","10076","10076","10076","0","0","0","","",""
"1176088","10092","10092","10092","","","","0","0","0"
"1176262","10086","10086","10086","0","0","0","","",""
"1176436","10093","10093","10093","","","","0","0","0"
"1177262","10094","10094","10094","0","0","0","","",""
"1177436","10098","10098","10098","","","","0","0","0"
"1178262","10099","10099","10099","0","0","0","","",""
"1178436","10105","10105","10105","","","","0","0","0"
"1179262","10106","10106","10106","0","0","0","","",""
"1179436","10115","10115","10115","","","","1","1","1"
"1180262","10116","10116","10116","0","0","0","","",""
"1180436","10124","10124","10124","","","","0","0","0"
"1180450","10125","10125","10125","","","","0","0","0"
"1181262","10126","10126","10126","0","0","0","","",""
"1181450","10130","10130","10130","","","","1","1","1"
"1182262","10131","10131","10131","0","0","0","","",""
"1182450","10137","10137","10137","","","","0","0","0"
"1183262","10138","10138","10138","0","0","0","","",""
"1183450","10142","10142","10142","","","","0","0","0"
"1184262","10143","10143","10143","0","0","0","","",""
"1184450","10152","10152","10152","","","","0","0","0"
"1185262","10153","10153","10153","0","0","0","","",""
"1185450","10159","10159","10159","","","","0","0","0"
"1186262","10160","10160","10160","0","0","0","","",""
"1186450","10169","10169","10169","","","","0","0","0"
"1186521","10170","10170","10170","","","","1","1","1"
"1187262","10171","10171","10171","1","1","1","","",""
"1187521","10179","10179","10179","","","","0","0","0"
"1188262","10180","10180","10180","0","0","0","","",""
"1188284","10181","10181","10181","0","0","0","","",""
"1188521","10189","10189","10189","","","","1","1","1"
"1188790","10182","10182","10182","1","1","1","","",""
"1189521","10193","10193","10193","","","","0","0","0"
"1189790","10190","10190","10190","0","0","0","","",""
"1190521","10200","10200","10200","","","","0","0","0"
"1190790","10194","10194","10194","0","0","0","","",""
"1191521","10208","10208","10208","","","","0","0","0"
"1191720","10209","10209","10209","","","","1","1","1"
"1191790","10201","10201","10201","0","0","0","","",""
"1192720","10218","10218","10218","","","","0","0","0"
"1192790","10210","10210","10210","0","0","0","","",""
"1193720","10223","10223","10223","","","","0","0","0"
"1193790","10219","10219","10219","0","0","0","","",""
"1194720","10233","10233","10233","","","","0","0","0"
"1194790","10224","10224","10224","0","0","0","","",""
"1195720","10237","10237","10237","","","","0","0","0"
"1195790","10234","10234","10234","1","1","1","","",""
"1196720","10242","10242","10242","","","","0","0","0"
"1196790","10238","10238","10238","0","0","0","","",""
"1196798","10243","10243","10243","","","","0","0","0"
"1197790","10244","10244","10244","0","0","0","","",""
"1197798","10250","10250","10250","","","","1","1","1"
"1198087","10257","10257","10257","","","","0","0","0"
"1198790","10251","10251","10251","0","0","0","","",""
"1199087","10258","10258","10258","","","","1","1","1"
"1199790","10259","10259","10259","0","0","0","","",""
"1200087","10266","10266","10266","","","","1","1","1"
"1200245","10273","10273","10273","","","","1","1","1"
"1200790","10267","10267","10267","0","0","0","","",""
"1201245","10277","10277","10277","","","","0","0","0"
"1201790","10274","10274","10274","0","0","0","","",""
"1202245","10287","10287","10287","","","","0","0","0"
"1202790","10278","10278","10278","0","0","0","","",""
"1203245","10294","10294","10294","","","","0","0","0"
"1203790","10288","10288","10288","0","0","0","","",""
"1204245","10304","10304","10304","","","","0","0","0"
"1204423","10295","10295","10295","0","0","0","","",""
"1205245","10305","10305","10305","","","","0","0","0"
"1205423","10306","10306","10306","0","0","0","","",""
"1206245","10310","10310","10310","","","","0","0","0"
"1206423","10311","10311","10311","0","0","0","","",""
"1207245","10320","10320","10320","","","","0","0","0"
"1207276","10321","10321","10321","","","","0","0","0"
"1207423","10322","10322","10322","0","0","0","","",""
"1208276","10328","10328","10328","","","","0","0","0"
"1208423","10329","10329","10329","0","0","0","","",""
"1209276","10338","10338","10338","","","","0","0","0"
"1209423","10339","10339","10339","0","0","0","","",""
"1210276","10347","10347","10347","","","","0","0","0"
"1210423","10348","10348","10348","0","0","0","","",""
"1211276","10357","10357","10357","","","","1","1","1"
"1211423","10358","10358","10358","0","0","0","","",""
"1212276","10364","10364","10364","","","","0","0","0"
"1212423","10365","10365","10365","0","0","0","","",""
"1213276","10375","10375","10375","","","","0","0","0"
"1213423","10366","10366","10366","1","1","1","","",""
"1214276","10385","10385","10385","","","","0","0","0"
"1214423","10376","10376","10376","0","0","0","","",""
"1215276","10392","10392","10392","","","","0","0","0"
"1215423","10386","10386","10386","1","1","1","","",""
"1216276","10402","10402","10402","","","","0","0","0"
"1216423","10393","10393","10393","0","0","0","","",""
"1217276","10412","10412","10412","","","","0","0","0"
"1217306","10413","10413","10413","","","","0","0","0"
"1217423","10403","10403","10403","0","0","0","","",""
"1218306","10418","10418","10418","","","","0","0","0"
"1218423","10414","10414","10414","1","1","1","","",""
"1218447","10415","10415","10415","1","1","1","","",""
"1219306","10423","10423","10423","","","","0","0","0"
"1219447","10419","10419","10419","1","1","1","","",""
"1220306","10433","10433","10433","","","","0","0","0"
"1220447","10424","10424","10424","0","0","0","","",""
"1220747","10437","10437","10437","","","","1","1","1"
"1221003","10438","10438","10438","","","","0","0","0"
"1221215","10439","10439","10439","","","","1","1","1"
"1221447","10434","10434","10434","0","0","0","","",""
"1221736","10440","10440","10440","0","0","0","","",""
"1222215","10447","10447","10447","","","","0","0","0"
"1222736","10448","10448","10448","0","0","0","","",""
"1223215","10454","10454","10454","","","","0","0","0"
"1223736","10455","10455","10455","0","0","0","","",""
"1223809","10456","10456","10456","1","1","1","","",""
"1224215","10465","10465","10465","","","","0","0","0"
"1224809","10466","10466","10466","0","0","0","","",""
"1225215","10474","10474","10474","","","","0","0","0"
"1225809","10475","10475","10475","0","0","0","","",""
"1226215","10484","10484","10484","","","","0","0","0"
"1226350","10485","10485","10485","","","","0","0","0"
"1226809","10486","10486","10486","0","0","0","","",""
"1227350","10495","10495","10495","","","","0","0","0"
"1227809","10496","10496","10496","0","0","0","","",""
"1228350","10505","10505","10505","","","","0","0","0"
"1228621","10506","10506","10506","","","","0","0","0"
"1228809","10507","10507","10507","0","0","0","","",""
"1229621","10514","10514","10514","","","","0","0","0"
"1229809","10508","10508","10508","0","0","0","","",""
"1230621","10524","10524","10524","","","","0","0","0"
"1230809","10515","10515","10515","1","1","1","","",""
"1231621","10534","10534","10534","","","","0","0","0"
"1231809","10525","10525","10525","0","0","0","","",""
"1232621","10543","10543","10543","","","","0","0","0"
"1232809","10535","10535","10535","0","0","0","","",""
"1233621","10552","10552","10552","","","","0","0","0"
"1233809","10544","10544","10544","0","0","0","","",""
"1233868","10545","10545","10545","0","0","0","","",""
"1234621","10561","10561","10561","","","","0","0","0"
