"play/step","climber_200_easy - _step","climber_200_easy - _step__MIN","climber_200_easy - _step__MAX","climber_200_easy - play/episodic_reward","climber_200_easy - play/episodic_reward__MIN","climber_200_easy - play/episodic_reward__MAX","climber_200_easy - test/episodic_reward","climber_200_easy - test/episodic_reward__MIN","climber_200_easy - test/episodic_reward__MAX"
"1976137","17801","17801","17801","","","","0","0","0"
"1976656","17802","17802","17802","0","0","0","","",""
"1977137","17811","17811","17811","","","","1","1","1"
"1977161","17812","17812","17812","","","","0","0","0"
"1977186","17813","17813","17813","","","","0","0","0"
"1977656","17814","17814","17814","1","1","1","","",""
"1977762","17815","17815","17815","0","0","0","","",""
"1977878","17816","17816","17816","12","12","12","","",""
"1978186","17825","17825","17825","","","","0","0","0"
"1978878","17826","17826","17826","0","0","0","","",""
"1979186","17835","17835","17835","","","","0","0","0"
"1979878","17836","17836","17836","0","0","0","","",""
"1980186","17844","17844","17844","","","","0","0","0"
"1980878","17845","17845","17845","0","0","0","","",""
"1980896","17846","17846","17846","0","0","0","","",""
"1981051","17847","17847","17847","12","12","12","","",""
"1981186","17856","17856","17856","","","","2","2","2"
"1982051","17857","17857","17857","0","0","0","","",""
"1982186","17866","17866","17866","","","","0","0","0"
"1983051","17867","17867","17867","0","0","0","","",""
"1983186","17876","17876","17876","","","","0","0","0"
"1984051","17877","17877","17877","0","0","0","","",""
"1984068","17878","17878","17878","0","0","0","","",""
"1984186","17887","17887","17887","","","","0","0","0"
"1985068","17888","17888","17888","0","0","0","","",""
"1985186","17896","17896","17896","","","","0","0","0"
"1986068","17897","17897","17897","0","0","0","","",""
"1986186","17906","17906","17906","","","","0","0","0"
"1987068","17911.5","17907","17916","0","0","0","1","1","1"
"1987146","17917","17917","17917","","","","11","11","11"
"1987285","17918","17918","17918","","","","12","12","12"
"1987343","17919","17919","17919","","","","11","11","11"
"1988068","17920","17920","17920","0","0","0","","",""
"1988343","17929","17929","17929","","","","0","0","0"
"1989068","17930","17930","17930","0","0","0","","",""
"1989343","17939","17939","17939","","","","0","0","0"
"1990068","17940","17940","17940","0","0","0","","",""
"1990210","17941","17941","17941","0","0","0","","",""
"1990343","17949","17949","17949","","","","0","0","0"
"1990460","17950","17950","17950","","","","1","1","1"
"1990665","17962","17962","17962","","","","11","11","11"
"1990691","17951","17951","17951","0","0","0","","",""
"1990914","17952","17952","17952","11","11","11","","",""
"1991067","17953","17953","17953","11","11","11","","",""
"1991665","17963","17963","17963","","","","0","0","0"
"1992067","17964","17964","17964","0","0","0","","",""
"1992323","17965","17965","17965","11","11","11","","",""
"1992665","17974","17974","17974","","","","0","0","0"
"1992795","17984","17984","17984","","","","0","0","0"
"1993064","17975","17975","17975","0","0","0","","",""
"1993155","17985","17985","17985","","","","1","1","1"
"1994064","17986","17986","17986","0","0","0","","",""
"1994155","17995","17995","17995","","","","0","0","0"
"1995064","17996","17996","17996","0","0","0","","",""
"1995155","18004","18004","18004","","","","0","0","0"
"1996064","18005","18005","18005","0","0","0","","",""
"1996155","18015","18015","18015","","","","1","1","1"
"1996356","18006","18006","18006","11","11","11","","",""
"1997155","18025","18025","18025","","","","0","0","0"
"1997178","18026","18026","18026","","","","0","0","0"
"1997356","18016","18016","18016","0","0","0","","",""
"1998178","18036","18036","18036","","","","0","0","0"
"1998356","18027","18027","18027","0","0","0","","",""
"1999134","18037","18037","18037","11","11","11","","",""
"1999178","18046","18046","18046","","","","0","0","0"
"2000134","18047","18047","18047","0","0","0","","",""
"2000178","18055","18055","18055","","","","0","0","0"
"2000577","18056","18056","18056","","","","0","0","0"
"2001134","18057","18057","18057","0","0","0","","",""
"2001376","18058","18058","18058","0","0","0","","",""
"2001577","18067","18067","18067","","","","0","0","0"
"2001801","18068","18068","18068","","","","11","11","11"
"2001910","18069","18069","18069","","","","0","0","0"
"2001954","18080","18080","18080","","","","11","11","11"
"2002376","18070","18070","18070","0","0","0","","",""
"2002476","18081","18081","18081","","","","11","11","11"
"2002827","18071","18071","18071","0","0","0","","",""
"2003476","18091","18091","18091","","","","0","0","0"
"2003528","18092","18092","18092","","","","0","0","0"
"2003680","18093","18093","18093","","","","0","0","0"
"2003827","18082","18082","18082","1","1","1","","",""
"2004680","18103","18103","18103","","","","0","0","0"
"2004827","18094","18094","18094","1","1","1","","",""
"2005680","18112","18112","18112","","","","0","0","0"
"2005827","18104","18104","18104","0","0","0","","",""
"2006680","18122","18122","18122","","","","0","0","0"
"2006827","18113","18113","18113","0","0","0","","",""
"2006851","18123","18123","18123","","","","0","0","0"
"2006903","18124","18124","18124","","","","0","0","0"
"2006986","18125","18125","18125","","","","0","0","0"
"2007827","18126","18126","18126","0","0","0","","",""
"2007841","18127","18127","18127","0","0","0","","",""
"2007910","18137","18137","18137","","","","12","12","12"
"2007949","18128","18128","18128","11","11","11","","",""
"2008910","18147","18147","18147","","","","0","0","0"
"2008949","18138","18138","18138","0","0","0","","",""
"2009910","18157","18157","18157","","","","0","0","0"
"2009949","18148","18148","18148","0","0","0","","",""
"2009956","18158","18158","18158","","","","11","11","11"
"2010278","18159","18159","18159","12","12","12","","",""
"2010354","18160","18160","18160","11","11","11","","",""
"2010403","18168","18168","18168","","","","11","11","11"
"2011354","18169","18169","18169","0","0","0","","",""
"2011403","18179","18179","18179","","","","0","0","0"
"2011409","18170","18170","18170","0","0","0","","",""
"2011816","18180","18180","18180","","","","0","0","0"
"2011868","18181","18181","18181","","","","0","0","0"
"2012220","18182","18182","18182","11","11","11","","",""
"2012518","18183","18183","18183","11","11","11","","",""
"2012868","18192","18192","18192","","","","0","0","0"
"2012897","18193","18193","18193","","","","0","0","0"
"2013335","18205","18205","18205","","","","0","0","0"
"2013518","18194","18194","18194","0","0","0","","",""
"2013559","18206","18206","18206","","","","0","0","0"
"2013568","18195","18195","18195","11","11","11","","",""
"2013622","18196","18196","18196","0","0","0","","",""
"2013644","18207","18207","18207","","","","0","0","0"
"2014622","18208","18208","18208","0","0","0","","",""
"2014644","18217","18217","18217","","","","1","1","1"
"2015622","18218","18218","18218","0","0","0","","",""
"2015644","18226","18226","18226","","","","0","0","0"
"2015740","18227","18227","18227","","","","11","11","11"
"2016622","18228","18228","18228","0","0","0","","",""
"2016740","18237","18237","18237","","","","2","2","2"
"2017622","18238","18238","18238","0","0","0","","",""
"2017740","18247","18247","18247","","","","0","0","0"
"2018584","18248","18248","18248","12","12","12","","",""
"2018740","18257","18257","18257","","","","0","0","0"
"2019584","18258","18258","18258","0","0","0","","",""
"2019740","18267","18267","18267","","","","0","0","0"
"2020584","18268","18268","18268","0","0","0","","",""
"2020740","18277","18277","18277","","","","0","0","0"
"2020834","18269","18269","18269","0","0","0","","",""
"2021740","18287","18287","18287","","","","0","0","0"
"2021834","18278","18278","18278","0","0","0","","",""
"2022740","18299","18299","18299","","","","0","0","0"
"2022834","18288","18288","18288","0","0","0","","",""
"2022918","18289","18289","18289","11","11","11","","",""
"2022933","18290","18290","18290","11","11","11","","",""
"2023740","18309","18309","18309","","","","0","0","0"
"2023933","18300","18300","18300","0","0","0","","",""
"2024740","18319","18319","18319","","","","0","0","0"
"2024933","18310","18310","18310","0","0","0","","",""
"2025740","18328","18328","18328","","","","0","0","0"
"2025933","18320","18320","18320","0","0","0","","",""
"2026740","18338","18338","18338","","","","0","0","0"
"2026751","18339","18339","18339","","","","0","0","0"
"2026933","18329","18329","18329","0","0","0","","",""
"2027751","18349","18349","18349","","","","0","0","0"
"2027933","18340","18340","18340","0","0","0","","",""
"2028205","18350","18350","18350","","","","12","12","12"
"2028933","18351","18351","18351","0","0","0","","",""
"2029205","18360","18360","18360","","","","0","0","0"
"2029933","18361","18361","18361","0","0","0","","",""
"2030063","18362","18362","18362","0","0","0","","",""
"2030205","18371","18371","18371","","","","0","0","0"
"2031063","18372","18372","18372","0","0","0","","",""
"2031205","18380","18380","18380","","","","0","0","0"
"2032063","18381","18381","18381","0","0","0","","",""
"2032205","18390","18390","18390","","","","0","0","0"
"2032244","18391","18391","18391","","","","0","0","0"
"2032367","18392","18392","18392","","","","0","0","0"
"2033063","18393","18393","18393","0","0","0","","",""
"2033367","18402","18402","18402","","","","0","0","0"
"2034063","18403","18403","18403","0","0","0","","",""
"2034367","18412","18412","18412","","","","0","0","0"
"2035063","18413","18413","18413","0","0","0","","",""
"2035192","18414","18414","18414","11","11","11","","",""
"2035326","18415","18415","18415","0","0","0","","",""
"2035367","18424","18424","18424","","","","0","0","0"
"2035435","18425","18425","18425","","","","11","11","11"
"2035446","18426","18426","18426","","","","0","0","0"
"2035798","18435","18435","18435","","","","0","0","0"
"2035894","18436","18436","18436","","","","0","0","0"
"2035916","18427","18427","18427","1","1","1","","",""
"2036894","18446","18446","18446","","","","0","0","0"
"2036916","18437","18437","18437","0","0","0","","",""
"2037164","18447","18447","18447","","","","1","1","1"
"2037630","18448","18448","18448","","","","11","11","11"
"2037798","18458","18458","18458","","","","1","1","1"
"2037916","18449","18449","18449","0","0","0","","",""
"2038096","18459","18459","18459","","","","12","12","12"
"2038916","18460","18460","18460","0","0","0","","",""
"2039096","18469","18469","18469","","","","0","0","0"
"2039916","18470","18470","18470","0","0","0","","",""
"2040096","18479","18479","18479","","","","0","0","0"
"2040227","18480","18480","18480","","","","11","11","11"
"2040916","18481","18481","18481","0","0","0","","",""
"2041227","18489","18489","18489","","","","0","0","0"
"2041513","18490","18490","18490","","","","11","11","11"
"2041548","18491","18491","18491","","","","11","11","11"
"2041916","18492","18492","18492","0","0","0","","",""
"2042548","18501","18501","18501","","","","0","0","0"
"2042916","18502","18502","18502","0","0","0","","",""
"2043548","18511","18511","18511","","","","0","0","0"
"2043609","18512","18512","18512","","","","0","0","0"
"2043916","18513","18513","18513","0","0","0","","",""
"2044512","18523","18523","18523","","","","1","1","1"
"2044916","18514","18514","18514","0","0","0","","",""
"2045121","18524","18524","18524","11","11","11","","",""
"2045512","18533","18533","18533","","","","0","0","0"
"2045596","18534","18534","18534","","","","11","11","11"
"2046121","18535","18535","18535","0","0","0","","",""
"2046596","18543","18543","18543","","","","0","0","0"
"2047121","18544","18544","18544","0","0","0","","",""
"2047426","18545","18545","18545","11","11","11","","",""
"2047513","18546","18546","18546","1","1","1","","",""
"2047596","18555","18555","18555","","","","0","0","0"
"2048513","18556","18556","18556","0","0","0","","",""
"2048596","18567","18567","18567","","","","0","0","0"
"2048722","18557","18557","18557","0","0","0","","",""
"2048986","18558","18558","18558","0","0","0","","",""
"2049015","18568","18568","18568","","","","11","11","11"
"2049986","18569","18569","18569","0","0","0","","",""
"2050015","18578","18578","18578","","","","0","0","0"
"2050707","18579","18579","18579","11","11","11","","",""
"2051015","18588","18588","18588","","","","0","0","0"
"2051707","18589","18589","18589","1","1","1","","",""
"2051753","18590","18590","18590","11","11","11","","",""
"2052015","18598","18598","18598","","","","0","0","0"
"2052258","18599","18599","18599","0","0","0","","",""
"2052493","18600","18600","18600","11","11","11","","",""
"2053015","18609","18609","18609","","","","2","2","2"
"2053493","18610","18610","18610","0","0","0","","",""
"2053933","18611","18611","18611","0","0","0","","",""
"2054015","18620","18620","18620","","","","1","1","1"
"2054081","18621","18621","18621","","","","0","0","0"
"2054155","18631","18631","18631","","","","11","11","11"
"2054296","18632","18632","18632","","","","11","11","11"
"2054309","18622","18622","18622","0","0","0","","",""
"2054331","18633","18633","18633","","","","0","0","0"
"2055309","18634","18634","18634","0","0","0","","",""
"2055331","18645","18645","18645","","","","0","0","0"
"2055813","18635","18635","18635","1","1","1","","",""
"2055837","18646","18646","18646","","","","11","11","11"
"2056063","18636","18636","18636","1","1","1","","",""
